content,label,type
"It was an easy place to go as an independent traveller, the tickets for the boat trip can be obtained from an obvious ticket office and everyone speaks English. You can walk around the island by yourself or go on a guided walk ( obtained from the office on the island- ask at the tourist office). Lots of cafes, history and views. A pleasant day out.",0,train
Nice walk by the lake. A boat ride is a must do to enjoy the views even better. Peaceful and accesible for a relaxing walk.,0,train
"Lake Lucerne is a huge gorgeous lake with a backdrop of mountains in Switzerland.   It is so very beautiful.  We took a 4.5 hour boat ride (there are many different trips to choose from, with varying lengths) around the lake, and it just is more beautiful at each turn, with many small towns and villages available to explore.",0,train
We arrived by 6:30 to avoid traffic & get a parking spot.  There was a police presence & lots of fiscal under achievers.  Clean & safe restrooms.  Lots of people taking photos & looking for metal.,1,train
T he out side of the ears are beautiful and the collection s of resturent and the view of music whith waterfloww,1,train
I think because of the Super Bowl weekend they closed quite a few roads leading to the beach so it was hard to access at first but once there it was something to just experience in Miami,1,train
"What an amazing place to visit, wasn't overly busy when we went and views were to die for. Loved every minute of visit.",0,train
"Love this experience it was really amazing view from The At the Top you can see the hole city from the top, good to visit with couple and kids",1,train
"Great place to spend an evening, watching the world, mostly on 2 wheels, rush by.  It's so busy, buzzing.  Lots of bars, street food, and people!Look up, we found a bar with a 'Northern Soul' light advertising on a rooftop - went up in the lift, a little oasis of calm, sitting outside watching the world down below - a real highlight.",1,train
"You can't go to Istanbul and not not see this place! From Venetian Doge Enrico Dandalo to Viking runes from Roman architecture to Ottoman adjustments, this place is amazing!",0,train
We spend the afternoon here but it was nothing spectacular. Lots of shops selling fake goods and lots of scooters. We have seen better Old Quarter areas in other cities.,1,train
"If you want to see the wall this is the best and less crowded spot. We booked a tour with a private driver, it was at our own pace and worth every penny",0,train
Lots of very old buildings. Unfortunately we were a little early so the area was not as decorated with flowers as it would be. Still worth the time to see.,0,train
Being on a boat on the lake make you to have sense of freedom.Being free of all stresses and thoughts.recommended.,0,train
"The people are mostly friendly. Peddlars and street vendors don't seem to like their photos taken. The younger generation is very friendly and genuinely helpful. Street vendors are a norm and add character and charm to Hanoi. The food is, in a nutshell, good. The egg coffee is a personal preference. It is an egg custard densely foamed up and served on topof black coffee. I love custard, so I loved it. If you love soupy noodles you will love pho, which is noodle soup with chicken or beef. The spring rolls are actually easy to make and are mostly filled with vegetables. I found them to be overpriced for something so simple. We had something called corn rice with chicken. Loved it. We also saw something that looked like tiny live eels. Turned out to be worms. Eeek... Being animal lovers, we were glad to hear that the local government is discouraging the consumption of dog meat. Didn't notice a single place serving it. I am enthralled by the fact that the city has a history of over a thousand years. You just feel the history walking through its streets. A feeling that we don't get back home, being a fairly young country and all. The Chinese, French, American, Japanese and communist influences are evident everywhere if one only takes a closer look.",0,train
